artifact_id,museum_no,designation,publications_key,publications_type,publications_exact_ref,publications_comment,provenience,period,dates,collections,genres,materials,artifact_type,height,thickness,width,weight,elevation,excavation_no,findspot_square,findspot_comments,stratigraphic_level,surface_preservation,condition_description,artifact_preservation,languages,written_in,archive,composite_no,composites,seal_no,seals,accession_no,cdli_comments,artifact_comments,provenience_comments,is_provenience_uncertain,period_comments,is_period_uncertain,artifact_type_comments,is_artifact_type_uncertain,seal_information,is_school_text,alternative_years,external_resources,external_resources_key,genres_comment,genres_uncertain,languages_uncertain,materials_aspect,materials_color,materials_uncertain,retired,has_fragments,is_artifact_fake,redirect_artifact_id,retired_comments
3,"VAT 15253","ATU 3, pl. 081, W 9123,d","Englund1993ATU3; Falkenstein1936ATU1","primary; history","pl. 81, W 9123,d; 539","42x53x19 - Vocabulary 9 - Qa XVI,2, unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels (t.a.q. IIIc) - veröffentlicht in: ATU 1, 539 - bereits kommentiert von A. Falkenstein, UVB 3, 12 und ATU 1, S. 43-45.; ","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"Vorderasiatisches Museum, Berlin, Germany",Vocabularies,clay,tablet,42.0,19.0,53.0,,,"W 09123,d","Qa XVI,2","unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels// (t.a.q. IIIc)",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,"DCCLT; ARMEP","P000003; P000003","""Archaic Vocabulary (witness) Text category: 15-09; Foreign ID: LVO 9""",0,0,,,0,0,0,0,,
4,"VAT 15168","CDLI Lexical 000002, ex. 051","Englund1993ATU3; Falkenstein1936ATU1","history; history","pl. 9, W 9169,d; 489","; ","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",00.00.00.00,"Vorderasiatisches Museum, Berlin, Germany",Lexical,clay,tablet,26.0,23.0,23.0,,,"W 09169,d","Qa XVI,2","unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels// (t.a.q. IIIc)",,,,,undetermined,,,,Q000002,,,,,,,0,,0,,0,,0,,"DCCLT; ARMEP","P000004; P000004","Archaic Lu2 A (witness) ",0,0,,,0,0,0,0,,
5,"VAT 15153","CDLI Lexical 000002, ex. 172","Englund1993ATU3; Falkenstein1936ATU1","history; history","pl. 23, W 9206,k; 390","; ","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",00.00.00.00,"Vorderasiatisches Museum, Berlin, Germany",Lexical,clay,tablet,29.0,20.0,36.0,,,"W 09206,k","Qa XVI,2","unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels// (t.a.q. IIIc)",,,,,undetermined,,,,Q000002,,,,,,,0,,0,,0,,0,,"DCCLT; ARMEP","P000005; P000005","Archaic Lu2 A (witness) ",0,0,,,0,0,0,0,,
6,"VAT 15003","CDLI Lexical 000002, ex. 173","Englund1993ATU3; Falkenstein1936ATU1; Nissen1991FrüheSchrift; sec12; Woods2010writing","history; history; history; history; history","pl. 23, W 9656,h1; 340; p. 153, no. 16.1; ; 074","; ; ; ; ","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",00.00.00.00,"Vorderasiatisches Museum, Berlin, Germany",Lexical,clay,tablet,82.0,19.0,62.0,,,"W 09656,h1","Qa XVI,2","unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels// (t.a.q. IIIc)",,,,,undetermined,,,,Q000002,,,,,,,0,,0,,0,,0,,"DCCLT; ARMEP","P000006; P000006","Archaic Lu2 A (witness) ",0,0,,,0,0,0,0,,
7,"VAT 15111","CDLI Lexical 000002, ex. 174","Englund1993ATU3; Falkenstein1936ATU1","history; history","pl. 23, W 9656,x; 522","; ","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",00.00.00.00,"Vorderasiatisches Museum, Berlin, Germany",Lexical,clay,tablet,56.0,29.0,36.0,,,"W 09656,x","Qa XVI,2","unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels// (t.a.q. IIIc)",,,,,undetermined,,,,Q000002,,,,,,,0,,0,,0,,0,,"DCCLT; ARMEP","P000007; P000007","Archaic Lu2 A (witness) ",0,0,,,0,0,0,0,,
121,"VAT 16731","CDLI Lexical Archaic Unidentified, ex. 024",Englund1993ATU3,history,"pl. 87, W 15920,a4",,"Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"Vorderasiatisches Museum, Berlin, Germany",Lexical,clay,tablet,70.0,17.0,45.0,,,"W 15920,a4","Pa XVII,1","zwischen III und IV",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,"DCCLT; ARMEP","P000121; P000121","Archaic Unidentified (witness) ",0,0,,,0,0,0,0,,
131,"IM —","CDLI Lexical 000026, ex. 045",Englund1993ATU3,history,"pl. 74, W 16621,a",,"Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",00.00.00.00,"National Museum of Iraq, Baghdad, Iraq",Lexical,clay,tablet,39.0,0.0,89.0,,,"W 16621,a","Pb XVI,3","aus den Lehmziegeln von III  +19.45 m",,,,,undetermined,,,,Q000026,,,,,,,0,,0,,0,,0,,"DCCLT; ARMEP","P000131; P000131","Archaic Metal (witness) ",0,0,,,0,0,0,0,,
448,"IM 134357","CDLI Lexical 000002, ex. 170",Englund1993ATU3,history,"pl. 23, W 20421,1",,"Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",00.00.00.00,"National Museum of Iraq, Baghdad, Iraq",Lexical,clay,tablet,82.0,29.0,57.0,,,"W 20421,1","Nc XVI,4/5","im Schutt der Hofauffüllung, dicht unter Backsteinstufe",,,,,undetermined,,,,Q000002,,,,,,,0,,0,,0,,0,,"DCCLT; ARMEP","P000448; P000448","Archaic Lu2 A (witness) ",0,0,,,0,0,0,0,,
449,"IM 134358","CDLI Lexical 000002, ex. 171",Englund1993ATU3,history,"pl. 23, W 20421,2",,"Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",00.00.00.00,"National Museum of Iraq, Baghdad, Iraq",Lexical,clay,tablet,54.0,30.0,36.0,,,"W 20421,2","Nc XVI,4/5","im Schutt der Hofauffüllung, dicht unter Backsteinstufe",,,,,undetermined,,,,Q000002,,,,,,,0,,0,,0,,0,,"DCCLT; ARMEP","P000449; P000449","Archaic Lu2 A (witness) ",0,0,,,0,0,0,0,,
493,"IM 074286","CDLI Lexical 000023, ex. 093","Englund1993ATU3; Green1987ATU2","history; history","pl. 67, W 21060,5+; pl. 16","; ","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",00.00.00.00,"National Museum of Iraq, Baghdad, Iraq",Lexical,clay,tablet,,,,,,"W 21060,05 + W 21060,06 ?","Oc XVI,3","Sammelfund aus NO-Trakt Tempel C, in dem Raum, der den rechten Arm des T-förmigen Hofes bildet, an der rechten Ecke des Durchganges zum Kopftrakt, unmittelbar am Fuß der Mauer. Tiefer als die noch anstehenden Riemchen, aber noch nicht von der Brandschutts",,,,,undetermined,,,,Q000023,,,,,,,0,,0,,0,,0,,"DCCLT; ARMEP","P000493; P000493","Archaic Vessels and Garments (witness) ",0,0,,,0,0,0,0,,
495,"IM 134691","CDLI Lexical 000023, ex. 092",Englund1993ATU3,history,"pl. 67, W 21060,16",,"Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",00.00.00.00,"National Museum of Iraq, Baghdad, Iraq",Lexical,clay,tablet,53.0,45.0,62.0,,,"W 21060,16","Oc XVI,3","Sammelfund aus NO-Trakt Tempel C, in dem Raum, der den rechten Arm des T-förmigen Hofes bildet, an der rechten Ecke des Durchganges zum Kopftrakt, unmittelbar am Fuß der Mauer. Tiefer als die noch anstehenden Riemchen, aber noch nicht von der Brandschutts",,,,,undetermined,,,,Q000023,,,,,,,0,,0,,0,,0,,"DCCLT; ARMEP","P000495; P000495","Archaic Vessels and Garments (witness) ",0,0,,,0,0,0,0,,
730,"VAT 15316","ATU 5, pl. 001, W 1872,1","Englund1994ATU5; Falkenstein1936ATU1","primary; history","pl. 1, W 1872,1; 511","57x27x29 - Od XV,5, below the level with pisé foundations - ATU 1, 511 - 4.12.1928 - on the tablet only the excavation number ""1972,d[  ]"" discernable - according to the register of the DAI-Baghdad (and see ATU 1, p. 72), however, this and the following tablet; ","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,57.0,29.0,27.0,,,"W 01872,1","Od XV,5","unter der Schicht, in der das Fundament gestampft ist",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
731,"VAT 15315","ATU 5, pl. 001, W 1872,2","Englund1994ATU5; Falkenstein1936ATU1","primary; history","pl. 1, W 1872,2; 525","48x65x18 - same locus as W 1872,1 - ATU 1, 525 - 4.12.1928 - on the tablet no excavation number is discernable - complex rotation of text (see MSVO 1, p. 12).; ","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,48.0,18.0,65.0,,,"W 01872,2","Od XV,5","unter der Schicht, in der das Fundament gestampft ist",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
732,"VAT 15345","ATU 5, pl. 001, W 2134","Englund1994ATU5; Falkenstein1936ATU1","primary; history","pl. 1, W 2134; 497","26x35x28 - city area - ATU 1, 497 - 10.12.1928.; ","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,26.0,28.0,35.0,,,"W 02134",?,Stadtgebiet,,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
738,"VAT 15303","ATU 5, pl. 002, W 5233,f",Englund1994ATU5,primary,"pl. 2, W 5233,f","21x18x10 - same locus as W 5233,a - 21.11.1929 - Uruk III - see the remarks to W 5233,a.","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,21.0,10.0,18.0,,,"W 05233,f","Pd XVI,4","an verschiedenen Stellen im Schutt des Raumes 91, etwas unter Niveau der Abflußrinne// t.a.q. II",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
739,"VAT 21404","ATU 5, pl. 002, W 5233,g",Englund1994ATU5,primary,"pl. 2, W 5233,g","18x17x12 - same locus as W 5233,a - 21.11.1929 - Uruk III - see the remarks to W 5233,a.","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,18.0,12.0,17.0,,,"W 05233,g","Pd XVI,4","an verschiedenen Stellen im Schutt des Raumes 91, etwas unter Niveau der Abflußrinne// t.a.q. II",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
740,"VAT 14867","ATU 5, pl. 002, W 5353","Englund1994ATU5; Falkenstein1936ATU1","primary; history","pl. 2, W 5353; 259","68x49x27 - Pd XVI,5, 1.15 m below the layer of clay-cones (mosaic B2) 1 m to the northeast - ATU 1, 259 - 28.11.1929 - this was the first tablet recognized in the excavation finds as ""archaic"".; ","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,68.0,27.0,49.0,,,"W 05353","Pd XVI,5","1.15 m unter der Tonstiftschicht /Mosaik B2/ 1 m nordöstlich davon// t.a.q. III   warum nicht unter ""Roter Tempel""?",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
742,"IM 025683","ATU 5, pl. 003, W 6066,a","Englund1994ATU5; Falkenstein1936ATU1","primary; history","pl. 3, W 6066,a; 599","46x27x20 - Pd XVI,3, on the wall running southwestward in extension of the 2nd rain pavement and belonging to level III, 0.15 m above the rain pavement - ATU 1, 599 - 7.1.1930 - Uruk III - this Warka tablet, originally part of the VAM collection with the acces; ","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"National Museum of Iraq, Baghdad, Iraq",Administrative,clay,tablet,,,,,,"W 06066,a","Pd XVI,3","auf der in Verlängerung des 2. Traufplasters nach SW gehenden Mauer der Schicht III, 0.15 m über Traufpflasterhöhe",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
744,"VAT 14760","ATU 5, pl. 003, W 6108","Englund1994ATU5; Falkenstein1936ATU1","primary; history","pl. 3, W 6108; 61","42x28x15 - Pe XVI,2, against the Riemchen brickwork in ashlayer, 3.50 m below buildings of Ur III, 9 m east of the basin - ATU 1, 61 - 8.1.1930.; ","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,42.0,15.0,28.0,,,"W 06108","Pe XVI,2","an dem Riemchenmauerwerk in Ascheschicht, 3,50 m unter Ur III-Bauten, 9 m östlich des Wasserbeckens",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
745,"VAT 14667","ATU 5, pl. 003, W 6110","Englund1994ATU5; Falkenstein1936ATU1","primary; history","pl. 3, W 6110; 112","33x32x17 - Pe XVI,2/3, in the layer of sherds below the leveling of level III - ATU 1, 112 - 8.1.1930.; ","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,33.0,17.0,32.0,,,"W 06110","Pe XVI,2/3","in der Scherbenschicht unter der Abgleichung der Schicht III// t.a.q. IIIc",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
747,"VAT 15126","ATU 5, pl. 003, W 6115","Englund1994ATU5; Falkenstein1936ATU1","primary; history","pl. 3, W 6115; 428","16x38x17 - Pe XVI,2/3, below the leveling of level III - ATU 1, 428 - 8.1.1930 - the ideogram may represent a combination of UDUa and MAÇ (sheep and goats).; ","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,16.0,17.0,38.0,,,"W 06115","Pe XVI,2/3","unter der Abgleichung der Schicht III// t.a.q. IIIc",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
748,"VAT 14822","ATU 5, pl. 003, W 6150","Englund1994ATU5; Falkenstein1936ATU1","primary; history","pl. 3, W 6150; 212","53x40x18 - Pd XVI,3, 0.5 m below the leveling of level III against the niched wall of level IV - ATU 1, 212 - 10.1.1930 - the summation requires a reconstruction of obv. i1 to [1N1] ... .; ","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,53.0,18.0,40.0,,,"W 06150","Pd XVI,3","0,5 m unter der Abgleichung der Schicht III neben der Rillenwand der Schicht IV// t.a.q. IIIc",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
749,"VAT 14870","ATU 5, pl. 003, W 6216,a","Englund1994ATU5; Falkenstein1936ATU1","primary; history","pl. 3, W 6216,a; 245","56x44x25 - Pe XVI,2, 1 m below the leveling of level III against the southeastern niched wall of level IV - ATU 1, 245 - 11.1.1930 - the slight impressions within and before the ideogram on the tablet suggested to M. Green and A. Becker (ATU 2, 351) a correct; ","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,56.0,25.0,44.0,,,"W 06216,a","Pe XVI,2","1 m unter der Abgleichung der Schicht III an der SO-Rillenwand der Schicht IV// t.a.q. IIIc",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
750,"VAT 15125","ATU 5, pl. 003, W 6216,b","Englund1994ATU5; Falkenstein1936ATU1","primary; history","pl. 3, W 6216,b; 121","36x20x15 - same locus as W 6216,a - ATU 1, 121 - 11.1.1930.; ","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,36.0,15.0,20.0,,,"W 06216,b","Pe XVI,2","1 m unter der Abgleichung der Schicht III an der SO-Rillenwand der Schicht IV// t.a.q. IIIc",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
751,"VAT 14885","ATU 5, pl. 004, W 6245,a","Englund1994ATU5; Falkenstein1936ATU1","primary; history","pl. 4, W 6245,a; 296","52x42x13 - Pe XVI,2, in the layer of sherds 0.6 m below the leveling of level III - ATU 1, 296 - 13.1.1930 - note the inclusion of this ideographic tablet with numerical tablets of decidedly archaic form.; ","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,52.0,13.0,42.0,,,"W 06245,a","Pe XVI,2","in der Scherbenschicht 0,6 m unter Abgleichung der Schicht III// t.a.q. IIIc",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
752,"VAT 15058","ATU 5, pl. 004, W 6245,b","Englund1994ATU5; Falkenstein1936ATU1","primary; history","pl. 4, W 6245,b; 523","36x52x27 - same locus as W 6245,a - ATU 1, 523 - 13.1.1930.; ","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,36.0,27.0,52.0,,,"W 06245,b","Pe XVI,2","in der Scherbenschicht 0,6 m unter Abgleichung der Schicht III// t.a.q. IIIc",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
756,"VAT 17850, a","ATU 5, pl. 005, W 6245,e",Englund1994ATU5,primary,"pl. 5, W 6245,e","33x13x22 - same locus as W 6245,a - 13.1.1930.","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,33.0,22.0,13.0,,,"W 06245,e","Pe XVI,2","in der Scherbenschicht 0,6 m unter Abgleichung der Schicht III// t.a.q. IIIc",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
757,"VAT 14843","ATU 5, pl. 005, W 6252","Englund1994ATU5; Falkenstein1936ATU1; sec867","primary; history; history","pl. 5, W 6252; 253; ","67x44x29 - Pd XVI,3, 0.5 m below pavement, 0.8 m below wall level, 2 m southwest of the level I wall - ATU 1, 253 - UVB 2, fig. 36 photo - 13.1.1930.; ; ","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,67.0,29.0,44.0,,,"W 06252","Pd XVI,3","50cm unter Pflaster, 80cm unter Wand-Schicht, 2m SW der Schicht I-Mauer// t.a.q. IIIc",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
758,"VAT 14706","ATU 5, pl. 005, W 6284","Englund1994ATU5; Falkenstein1936ATU1","primary; history","pl. 5, W 6284; 38","35x28x14 - Pd XVI,3, N - below the leveling of level III, 0.6 m below ashlayer - ATU 1, 38 - 14.1.1930.; ","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,35.0,14.0,28.0,,,"W 06284","Pd XVI,3","N; unter der Abgleichung der Schicht III, 0,6 m unter der Ascheschicht// t.a.q. IIIc",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
761,"VAT 14848","ATU 5, pl. 005, W 6375,a","Englund1994ATU5; Falkenstein1936ATU1","primary; history","pl. 5, W 6375,a; 272","77x54x34 - Pd XVI,2, 3.5 m below the upper stairs of the basin, 1-2 m southeast of it, between two ashlayers - ATU 1, 272 - 18.1.1930 - VAT number written above a stricken VAT 15448.; ","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,77.0,34.0,54.0,,,"W 06375,a","Pd XVI,2","3,5 m unter oberer Wasserbeckentreppe, 1-2 m südöstlich davon zwischen zwei Ascheschichten",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
762,"VAT 14847","ATU 5, pl. 006, W 6375,b","Englund1994ATU5; Falkenstein1936ATU1","primary; history","pl. 6, W 6375,b; 273","74x54x28 - same locus as W 6375,a - ATU 1, 273 - 18.1.1930.; ","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,74.0,28.0,54.0,,,"W 06375,b","Pd XVI,2","3,5 m unter oberer Wasserbeckentreppe, 1-2 m südöstlich davon zwischen zwei Ascheschichten",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
763,"VAT 15005","ATU 5, pl. 006, W 6375,c","Englund1994ATU5; Falkenstein1936ATU1","primary; history","pl. 6, W 6375,c; 338","64x45x24 - same locus as W 6375,a - ATU 1, 338 - 18.1.1930.; ","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,64.0,24.0,45.0,,,"W 06375,c","Pd XVI,2","3,5 m unter oberer Wasserbeckentreppe, 1-2 m südöstlich davon zwischen zwei Ascheschichten",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
764,"VAT 14850","ATU 5, pl. 006, W 6375,d","Englund1994ATU5; Falkenstein1936ATU1","primary; history","pl. 6, W 6375,d; 270","61x46x25 - same locus as W 6375,a - ATU 1, 270 - 18.1.1930.; ","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,61.0,25.0,46.0,,,"W 06375,d","Pd XVI,2","3,5 m unter oberer Wasserbeckentreppe, 1-2 m südöstlich davon zwischen zwei Ascheschichten",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
765,"VAT 14854","ATU 5, pl. 007, W 6375,e","Englund1994ATU5; Falkenstein1936ATU1","primary; history","pl. 7, W 6375,e; 363","56x51x33 - same locus as W 6375,a - ATU 1, 363 - 18.1.1930 - large sexagesimal notation (corresponding to 3750 discrete units) qualifying an object designated ÇE3, followed by an apparent grain (groat) notation - see P. Damerow and R. Englund, ATU 2, p. 128.; ","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,56.0,33.0,51.0,,,"W 06375,e","Pd XVI,2","3,5 m unter oberer Wasserbeckentreppe, 1-2 m südöstlich davon zwischen zwei Ascheschichten",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
766,"VAT 14865 + VAT 15080","ATU 5, pl. 007, W 6375,f+","Englund1994ATU5; Falkenstein1936ATU1","primary; history","pl. 7, W 6375,f+; 262","83x57x30 - W 6375,f found at same locus as W 6375,a, W 6572,a in Pd XVI,3, northeast, below the ashlayer of level IV. - ATU 1, 262 - 18.1.1930 - W 6375,f is probably VAT 14865, W 6572,a is VAT 15080.; ","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,83.0,30.0,57.0,,,"W 06375,f + W 06572,a","Pd XVI,2","3,5 m unter oberer Wasserbeckentreppe, 1-2 m südöstlich davon zwischen zwei Ascheschichten",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
767,"VAT 14871","ATU 5, pl. 007, W 6375,g","Englund1994ATU5; Falkenstein1936ATU1","primary; history","pl. 7, W 6375,g; 367","33x44x24 - same locus as W 6375,a - ATU 1, 367 - 18.1.1930.; ","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,33.0,24.0,44.0,,,"W 06375,g","Pd XVI,2","3,5 m unter oberer Wasserbeckentreppe, 1-2 m südöstlich davon zwischen zwei Ascheschichten",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
768,"VAT 14890","ATU 5, pl. 007, W 6426,a","Englund1994ATU5; Falkenstein1936ATU1","primary; history","pl. 7, W 6426,a; 264","81x57x34 - Pd XVI,2, on the ashlayer of level III - ATU 1, 264 - 20.1.1930 - hole bored through lengthwise.; ","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,81.0,34.0,57.0,,,"W 06426,a","Pd XVI,2","auf der Ascheschicht von Schicht III",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
770,"VAT 14953","ATU 5, pl. 008, W 6502,a","Englund1994ATU5; Falkenstein1936ATU1","primary; history","pl. 8, W 6502,a; 278","60x45x27 - same locus as W 6375,a - ATU 1, 278 - 22.1.1930.; ","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,60.0,27.0,45.0,,,"W 06502,a","Pd XVI,2","3,5 m unter oberer Wasserbeckentreppe, 1-2 m südöstlich davon zwischen zwei Ascheschichten",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
771,"VAT 14988","ATU 5, pl. 008, W 6502,b","Englund1994ATU5; Falkenstein1936ATU1","primary; history","pl. 8, W 6502,b; 70","50x35x24 - same locus as W 6375,a - ATU 1, 70 - 22.1.1930.; ","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,50.0,24.0,35.0,,,"W 06502,b","Pd XVI,2","3,5 m unter oberer Wasserbeckentreppe, 1-2 m südöstlich davon zwischen zwei Ascheschichten",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
772,"VAT 14891","ATU 5, pl. 008, W 6502,c","Englund1994ATU5; Falkenstein1936ATU1","primary; history","pl. 8, W 6502,c; 263","75x51x27 - same locus as W 6375,a - ATU 1, 263 - 22.1.1930.; ","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,75.0,27.0,51.0,,,"W 06502,c","Pd XVI,2","3,5 m unter oberer Wasserbeckentreppe, 1-2 m südöstlich davon zwischen zwei Ascheschichten",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
773,"VAT 15256","ATU 5, pl. 008, W 6502,d",Englund1994ATU5,primary,"pl. 8, W 6502,d","55x42x24 - same locus as W 6375,a - 22.1.1930 - VAT number written above a stricken VAT 17790.","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"Vorderasiatisches Museum, Berlin, Germany",Administrative,clay,tablet,55.0,24.0,42.0,,,"W 06502,d","Pd XVI,2","3,5 m unter oberer Wasserbeckentreppe, 1-2 m südöstlich davon zwischen zwei Ascheschichten",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
